Date,Close
2019-11-13,9925
2019-11-14,10416
2019-11-15,10908
2019-11-18,10908
2019-11-19,10640
2019-11-20,10059
2019-11-21,9656
2019-11-22,9701
2019-11-25,9835
2019-11-26,9567
2019-11-27,9209
2019-11-28,9254
2019-11-29,9031
2019-12-02,9165
2019-12-03,9254
2019-12-04,9299
2019-12-05,9612
2019-12-06,9791
2019-12-09,9656
2019-12-10,9791
2019-12-11,9746
2019-12-12,9746
2019-12-13,9612
2019-12-16,9478
2019-12-17,9433
2019-12-18,9165
2019-12-19,9031
2019-12-20,9209
2019-12-23,9209
2019-12-24,9075
2019-12-26,9165
2019-12-27,9120
2019-12-30,9254
2020-01-02,9299
2020-01-03,9165
2020-01-06,8986
2020-01-07,9075
2020-01-08,9701
2020-01-09,9031
2020-01-10,8914
2020-01-13,8736
2020-01-14,8852
2020-01-15,8798
2020-01-16,8816
2020-01-17,8744
2020-01-20,8610
2020-01-21,8315
2020-01-22,8333
2020-01-23,8226
2020-01-28,7958
2020-01-29,8101
2020-01-30,8226
2020-01-31,8244
2020-02-03,8333
2020-02-04,8271
2020-02-05,8226
2020-02-06,8342
2020-02-07,8557
2020-02-10,8521
2020-02-11,8378
2020-02-12,8369
2020-02-13,8226
2020-02-14,8244
2020-02-17,8288
2020-02-18,8288
2020-02-19,8592
2020-02-20,8592
2020-02-21,8503
2020-02-24,7958
2020-02-25,7868
2020-02-26,7716
2020-02-27,7421
2020-02-28,7314
2020-03-02,7242
2020-03-03,7180
2020-03-04,7233
2020-03-05,7332
2020-03-06,7207
2020-03-09,6724
2020-03-10,6760
2020-03-11,6500
2020-03-12,6098
2020-03-13,5704
2020-03-16,5669
2020-03-17,5481
2020-03-18,5132
2020-03-19,4332
2020-03-20,4605
2020-03-23,4229
2020-03-24,4578
2020-03-25,5302
2020-03-26,5517
2020-03-27,5633
2020-03-30,5785
2020-03-31,6330
2020-04-01,6715
2020-04-02,6733
2020-04-03,6616
2020-04-06,6661
2020-04-07,6795
2020-04-08,6795
2020-04-09,6795
2020-04-10,6831
2020-04-13,6482
2020-04-14,6599
2020-04-16,6751
2020-04-17,6894
2020-04-20,7296
2020-04-21,7412
2020-04-22,7269
2020-04-23,7376
2020-04-24,7841
2020-04-27,7788
2020-04-28,7841
2020-04-29,7797
2020-05-04,7207
2020-05-06,7278
2020-05-07,7385
2020-05-08,7528
2020-05-11,7403
2020-05-12,7663
2020-05-13,7636
2020-05-14,7475
2020-05-15,7555
2020-05-18,7457
2020-05-19,7502
2020-05-20,7466
2020-05-21,7484
2020-05-22,7341
2020-05-25,7305
2020-05-26,7332
2020-05-27,7591
2020-05-28,7502
2020-05-29,7886
2020-06-01,7931
2020-06-02,7877
2020-06-03,7824
2020-06-04,7806
2020-06-05,7841
2020-06-08,8128
2020-06-09,8762
2020-06-10,8584
2020-06-11,8423
2020-06-12,8199
2020-06-15,8190
2020-06-16,8342
2020-06-17,9120
2020-06-18,8932
2020-06-19,8494
2020-06-22,8494
2020-06-23,8512
2020-06-24,8226
2020-06-25,8208
2020-06-26,8199
2020-06-29,7877
2020-06-30,7922
2020-07-01,7904
2020-07-02,7993
2020-07-03,7976
2020-07-06,8083
2020-07-07,8083
2020-07-08,8020
2020-07-09,8065
2020-07-10,7993
2020-07-13,8029
2020-07-14,7949
2020-07-15,7976
2020-07-16,7984
2020-07-17,7993
2020-07-20,8208
2020-07-21,8253
2020-07-22,8208
2020-07-23,8467
2020-07-24,8226
2020-07-27,8727
2020-07-28,8700
2020-07-29,8986
2020-07-30,8986
2020-07-31,8718
2020-08-03,8655
2020-08-04,8736
2020-08-05,8637
2020-08-06,8610
2020-08-07,9254
2020-08-10,9969
2020-08-11,9880
2020-08-12,9522
2020-08-13,9433
2020-08-14,9254
2020-08-18,8905
2020-08-19,8941
2020-08-20,8610
2020-08-21,8896
2020-08-24,8896
2020-08-25,9120
2020-08-26,8986
2020-08-27,8914
2020-08-28,8941
2020-08-31,9746
2020-09-01,10104
2020-09-02,11579
2020-09-03,11579
2020-09-04,11579
2020-09-07,11400
2020-09-08,11355
2020-09-09,11042
2020-09-10,11311
2020-09-11,10864
2020-09-14,10998
2020-09-15,10819
2020-09-16,11221
2020-09-17,11176
2020-09-18,10774
2020-09-21,10506
2020-09-22,9925
2020-09-23,9925
2020-09-24,9791
2020-09-25,9478
2020-09-28,9969
2020-09-29,10193
2020-10-05,10551
2020-10-06,10282
2020-10-07,10282
2020-10-08,10282
2020-10-12,10104
2020-10-13,10059
2020-10-14,10148
2020-10-15,9880
2020-10-16,9701
2020-10-19,9567
2020-10-20,9746
2020-10-21,9791
2020-10-22,9791
2020-10-23,9969
2020-10-26,9656
2020-10-27,9567
2020-10-28,9701
2020-10-29,9612
2020-10-30,9388
2020-11-02,9522
2020-11-03,9612
2020-11-04,9746
2020-11-05,9791
2020-11-06,9612
2020-11-09,9791
2020-11-10,10282
2020-11-11,10193
2020-11-12,10506
2020-11-13,10461
2020-11-16,10282
2020-11-17,10193
2020-11-18,10238
2020-11-19,10104
2020-11-20,10372
2020-11-23,10551
2020-11-24,10595
2020-11-25,10416
2020-11-26,10819
2020-11-27,11042
2020-11-30,11042
2020-12-01,11087
2020-12-02,11042
2020-12-03,10908
2020-12-04,10864
2020-12-07,10998
2020-12-08,11445
2020-12-09,11981
2020-12-10,12160
2020-12-11,12071
2020-12-14,12160
2020-12-15,13233
2020-12-16,14038
2020-12-17,14082
2020-12-18,14485
2020-12-21,13188
2020-12-22,13546
2020-12-23,12920
2020-12-24,13769
2020-12-28,15334
2020-12-29,15468
2020-12-30,15468
2021-01-04,15602
2021-01-05,15915
2021-01-06,15289
2021-01-07,15334
2021-01-08,15871
2021-01-11,15871
2021-01-12,15960
2021-01-13,16988
2021-01-14,16362
2021-01-15,16631
2021-01-18,16809
2021-01-19,16988
2021-01-20,18106
2021-01-21,17212
2021-01-22,16318
2021-01-25,16541
2021-01-26,15871
2021-01-27,15736
2021-01-28,15155
2021-01-29,14574
2021-02-01,15334
2021-02-02,16273
2021-02-03,16407
2021-02-04,17480
2021-02-05,16988
2021-02-08,16809
2021-02-09,16049
2021-02-10,16362
2021-02-15,18374
2021-02-16,18061
2021-02-17,18151
2021-02-18,19671
2021-02-19,18821
2021-02-22,18732
2021-02-23,17882
2021-02-24,17122
2021-02-25,18642
2021-02-26,18776
2021-03-02,18195
2021-03-03,17882
2021-03-04,17033
2021-03-05,17167
2021-03-08,16586
2021-03-09,16452
2021-03-10,16094
2021-03-11,16809
2021-03-12,17122
2021-03-15,17033
2021-03-16,17078
2021-03-17,17122
2021-03-18,17525
2021-03-19,18195
2021-03-22,18151
2021-03-23,17525
2021-03-24,17435
2021-03-25,17078
2021-03-26,18061
2021-03-29,16988
2021-03-30,17972
2021-03-31,19760
2021-04-01,19760
2021-04-02,18955
2021-04-05,19268
2021-04-06,19089
2021-04-07,18687
2021-04-08,18732
2021-04-09,18776
2021-04-12,18151
2021-04-13,17972
2021-04-14,18016
2021-04-15,18016
2021-04-16,18151
2021-04-19,18419
2021-04-20,19000
2021-04-21,19000
2021-04-22,19500
2021-04-23,19050
2021-04-26,18850
2021-04-27,18150
2021-04-28,17700
2021-04-29,17600
2021-04-30,17300
2021-05-03,17100
2021-05-04,17200
2021-05-06,18000
2021-05-07,17900
2021-05-10,17950
2021-05-11,17350
2021-05-12,17150
2021-05-13,16900
2021-05-14,16750
2021-05-17,16700
2021-05-18,16950
2021-05-20,16900
2021-05-21,17350
2021-05-24,18000
2021-05-25,18300
2021-05-26,18150
2021-05-27,18000
2021-05-28,17900
2021-05-31,17300
2021-06-01,18000
2021-06-02,17550
2021-06-03,17550
2021-06-04,17450
2021-06-07,17550
2021-06-08,17300
2021-06-09,17350
2021-06-10,17300
2021-06-11,17300
2021-06-14,17550
2021-06-15,17900
2021-06-16,17900
2021-06-17,17550
2021-06-18,17700
2021-06-21,17350
2021-06-22,17500
2021-06-23,17100
2021-06-24,17000
2021-06-25,17050
2021-06-28,17100
2021-06-29,17050
2021-06-30,17050
2021-07-01,16850
2021-07-02,17100
2021-07-05,18000
2021-07-06,17900
2021-07-07,17600
2021-07-08,17200
2021-07-09,16900
2021-07-12,17050
2021-07-13,17050
2021-07-14,16900
2021-07-15,17000
2021-07-16,16950
2021-07-19,17150
2021-07-20,17100
2021-07-21,16950
2021-07-22,17050
2021-07-23,17000
2021-07-26,16850
2021-07-27,16950
2021-07-28,16750
2021-07-29,16900
2021-07-30,16950
2021-08-02,16800
2021-08-03,16800
2021-08-04,17100
2021-08-05,17000
2021-08-06,17150
2021-08-09,16950
2021-08-10,17000
2021-08-11,16800
2021-08-12,18100
2021-08-13,18100
2021-08-17,18150
2021-08-18,19450
2021-08-19,18500
2021-08-20,18150
2021-08-23,18450
2021-08-24,18850
2021-08-25,18550
2021-08-26,18950
2021-08-27,19200
2021-08-30,19700
2021-08-31,19750
2021-09-01,19250
2021-09-02,19350
2021-09-03,18850
2021-09-06,19000
2021-09-07,19050
2021-09-08,18650
2021-09-09,18350
2021-09-10,18400
2021-09-13,17900
2021-09-14,18200
2021-09-15,18800
2021-09-16,18850
2021-09-17,19200
2021-09-23,19000
2021-09-24,18500
2021-09-27,18650
2021-09-28,18200
